"resource.data.credentialInfo.<root_account>.access_key_2_last_rotated","resource.data.credentialInfo.Administrator.mfa_active","resource.turbot.id","resource.data.credentialInfo.Administrator.password_next_rotation","resource.data.credentialInfo.Administrator.access_key_1_last_used_date","resource.data.credentialInfo.<root_account>.access_key_1_last_used_region","resource.data.credentialInfo.Administrator.access_key_2_last_used_date","resource.data.credentialInfo.Administrator.arn","resource.data.credentialInfo.Administrator.cert_2_last_rotated","resource.data.credentialInfo.<root_account>.access_key_2_active","resource.data.credentialInfo.Administrator.password_last_changed","resource.data.credentialInfo.<root_account>.access_key_2_last_used_date","resource.data.credentialInfo.Administrator.access_key_1_last_used_service","resource.data.credentialInfo.Administrator.cert_1_active","resource.data.credentialInfo.<root_account>.access_key_2_last_used_service","resource.data.credentialInfo.Administrator.access_key_1_last_used_region","resource.data.credentialInfo.<root_account>.user","resource.data.credentialInfo.<root_account>.password_next_rotation","resource.data.credentialInfo.<root_account>.arn","resource.data.credentialInfo.<root_account>.access_key_1_last_used_date","resource.metadata.aws.partition","resource.data.credentialInfo.Administrator.access_key_2_active","resource.data.credentialInfo.Administrator.user","resource.data.credentialInfo.<root_account>.cert_2_last_rotated","turbot.id","default","resource.data.credentialInfo.<root_account>.user_creation_time","resource.data.credentialInfo.<root_account>.cert_1_active","resource.data.credentialInfo.Administrator.access_key_1_active","resource.data.credentialInfo.<root_account>.password_enabled","resource.data.credentialInfo.Administrator.user_creation_time","resource.data.credentialInfo.<root_account>.mfa_active","type.trunk.title","isCalculated","type.uri","resource.data.credentialInfo.<root_account>.password_last_changed","resource.trunk.title","resource.data.credentialInfo.Administrator.cert_1_last_rotated","resource.data.credentialInfo.<root_account>.cert_2_active","resource.data.credentialInfo.Administrator.access_key_2_last_used_region","resource.data.credentialInfo.<root_account>.password_last_used","resource.data.credentialInfo.<root_account>.access_key_1_active","resource.data.credentialInfo.<root_account>.access_key_2_last_used_region","resource.data.credentialInfo.Administrator.access_key_1_last_rotated","resource.data.credentialInfo.Administrator.password_last_used","resource.data.credentialInfo.<root_account>.access_key_1_last_used_service","resource.data.credentialInfo.Administrator.cert_2_active","precedence","resource.data.credentialInfo.<root_account>.access_key_1_last_rotated","resource.data.credentialInfo.<root_account>.cert_1_last_rotated","value","resource.data.credentialInfo.Administrator.access_key_2_last_used_service","resource.data.credentialInfo.Administrator.password_enabled","resource.metadata.aws.accountId","resource.data.credentialInfo.Administrator.access_key_2_last_rotated"
"4/29/2025 11:02:03 PM","false","352440987557407","N/A","N/A","us-gov-west-1","N/A","arn:aws-us-gov:iam::385852788707:user/Administrator","N/A","true","N/A","N/A","N/A","false","N/A","N/A","<root_account>","not_supported","arn:aws-us-gov:iam::385852788707:root","4/29/2025 11:02:00 PM","aws-us-gov","false","Administrator","N/A","352440989219809","True","4/29/2025 5:01:42 PM","false","false","not_supported","4/29/2025 11:02:02 PM","false","AWS > CIS v3.0 > 1 - Identity and Access Management > 1.13 - Ensure there is only one active access key available for any single IAM user","False","tmod:@turbot/aws-cisv3-0#/policy/types/r0113","not_supported","Turbot > VA > VAEC > AWS > vaec-op1 > Credential Report","N/A","false","N/A","no_information","false","N/A","N/A","4/29/2025 11:02:36 PM","iam","false","should","4/29/2025 5:01:42 PM","N/A","Per AWS > CIS v3.0 > 1 - Identity and Access Management","N/A","false","385852788707","N/A"
"4/23/2025 9:53:39 PM","false","351718425357161","N/A","N/A","us-gov-west-1","N/A","arn:aws-us-gov:iam::381668599655:user/Administrator","N/A","true","N/A","N/A","N/A","false","N/A","N/A","<root_account>","not_supported","arn:aws-us-gov:iam::381668599655:root","4/23/2025 9:53:00 PM","aws-us-gov","false","Administrator","N/A","351718430588102","True","4/17/2025 3:48:29 PM","false","false","not_supported","4/23/2025 9:53:39 PM","false","AWS > CIS v3.0 > 1 - Identity and Access Management > 1.13 - Ensure there is only one active access key available for any single IAM user","False","tmod:@turbot/aws-cisv3-0#/policy/types/r0113","not_supported","Turbot > VA > VAEC > AWS > vaec-kgl > Credential Report","N/A","false","N/A","no_information","false","N/A","N/A","4/23/2025 9:54:04 PM","iam","false","should","4/17/2025 3:48:29 PM","N/A","Per AWS > CIS v3.0 > 1 - Identity and Access Management","N/A","false","381668599655","N/A"
"4/16/2025 2:45:00 PM","false","351013751533010","N/A","N/A","us-gov-west-1","N/A","arn:aws-us-gov:iam::379897015413:user/Administrator","N/A","true","N/A","N/A","N/A","false","N/A","N/A","<root_account>","not_supported","arn:aws-us-gov:iam::379897015413:root","4/16/2025 2:45:00 PM","aws-us-gov","false","Administrator","N/A","351013753424526","True","4/11/2025 3:57:01 PM","false","false","not_supported","4/16/2025 2:45:00 PM","false","AWS > CIS v3.0 > 1 - Identity and Access Management > 1.13 - Ensure there is only one active access key available for any single IAM user","False","tmod:@turbot/aws-cisv3-0#/policy/types/r0113","not_supported","Turbot > VA > VAEC > AWS > vaec-rpm-htm-prod > Credential Report","N/A","false","N/A","no_information","false","N/A","N/A","4/16/2025 2:45:36 PM","iam","false","should","4/11/2025 3:57:01 PM","N/A","Per AWS > CIS v3.0 > 1 - Identity and Access Management","N/A","false","379897015413","N/A"
"4/11/2025 8:10:59 PM","false","350855407851769","N/A","N/A","us-gov-west-1","N/A","arn:aws-us-gov:iam::378137322880:user/Administrator","N/A","true","N/A","N/A","N/A","false","N/A","N/A","<root_account>","not_supported","arn:aws-us-gov:iam::378137322880:root","4/11/2025 8:10:00 PM","aws-us-gov","false","Administrator","N/A","350855413471455","True","4/8/2025 3:08:42 PM","false","false","not_supported","4/11/2025 8:10:58 PM","false","AWS > CIS v3.0 > 1 - Identity and Access Management > 1.13 - Ensure there is only one active access key available for any single IAM user","False","tmod:@turbot/aws-cisv3-0#/policy/types/r0113","not_supported","Turbot > VA > VAEC > AWS > vaec-rpm-htd-prod > Credential Report","N/A","false","N/A","no_information","false","N/A","N/A","4/11/2025 8:12:50 PM","iam","false","should","4/8/2025 3:08:42 PM","N/A","Per AWS > CIS v3.0 > 1 - Identity and Access Management","N/A","false","378137322880","N/A"
"3/10/2025 7:40:33 PM","false","348091477146632","N/A","N/A","N/A","N/A","arn:aws-us-gov:iam::355758136109:user/Administrator","N/A","true","N/A","N/A","N/A","false","N/A","N/A","<root_account>","not_supported","arn:aws-us-gov:iam::355758136109:root","3/10/2025 7:40:00 PM","aws-us-gov","false","Administrator","N/A","348091482578572","True","3/6/2025 6:16:39 PM","false","false","not_supported","3/10/2025 7:40:32 PM","false","AWS > CIS v3.0 > 1 - Identity and Access Management > 1.13 - Ensure there is only one active access key available for any single IAM user","False","tmod:@turbot/aws-cisv3-0#/policy/types/r0113","not_supported","Turbot > VA > VAEC > AWS > vaec-vagov-vfsp > Credential Report","N/A","false","N/A","no_information","false","N/A","N/A","3/10/2025 7:41:09 PM","iam","false","should","3/6/2025 6:16:39 PM","N/A","Per AWS > CIS v3.0 > 1 - Identity and Access Management","N/A","false","355758136109","N/A"
"2/27/2025 11:21:43 PM","false","346851566915952","4/28/2025 11:21:43 PM","N/A","N/A","N/A","arn:aws-us-gov:iam::348862120143:user/Administrator","N/A","true","2/27/2025 11:21:43 PM","N/A","N/A","false","N/A","N/A","<root_account>","not_supported","arn:aws-us-gov:iam::348862120143:root","2/27/2025 11:21:00 PM","aws-us-gov","false","Administrator","N/A","346851570815609","True","2/26/2025 4:23:55 PM","false","false","not_supported","2/27/2025 11:21:42 PM","false","AWS > CIS v3.0 > 1 - Identity and Access Management > 1.13 - Ensure there is only one active access key available for any single IAM user","False","tmod:@turbot/aws-cisv3-0#/policy/types/r0113","not_supported","Turbot > VA > VAEC > AWS > vaec-ecf-prod > Credential Report","N/A","false","N/A","no_information","false","N/A","N/A","2/27/2025 11:22:06 PM","iam","false","should","2/26/2025 4:23:55 PM","N/A","Per AWS > CIS v3.0 > 1 - Identity and Access Management","N/A","true","348862120143","N/A"
"2/24/2025 4:50:15 PM","false","346509089257095","N/A","N/A","N/A","N/A","arn:aws-us-gov:iam::341136944248:user/Administrator","N/A","true","N/A","N/A","N/A","false","N/A","N/A","<root_account>","not_supported","arn:aws-us-gov:iam::341136944248:root","2/24/2025 4:50:00 PM","aws-us-gov","false","Administrator","N/A","346509093538511","True","2/13/2025 4:11:27 PM","false","false","not_supported","2/24/2025 4:50:14 PM","false","AWS > CIS v3.0 > 1 - Identity and Access Management > 1.13 - Ensure there is only one active access key available for any single IAM user","False","tmod:@turbot/aws-cisv3-0#/policy/types/r0113","not_supported","Turbot > VA > VAEC > AWS > vaec-msr-lab > Credential Report","N/A","false","N/A","no_information","false","N/A","N/A","2/24/2025 4:52:25 PM","iam","false","should","2/13/2025 4:11:27 PM","N/A","Per AWS > CIS v3.0 > 1 - Identity and Access Management","N/A","false","341136944248","N/A"
"1/27/2025 7:30:48 PM","false","344378462976836","N/A","N/A","N/A","N/A","arn:aws-us-gov:iam::331039751305:user/Administrator","N/A","true","N/A","N/A","N/A","false","N/A","N/A","<root_account>","not_supported","arn:aws-us-gov:iam::331039751305:root","1/27/2025 7:30:00 PM","aws-us-gov","false","Administrator","N/A","344378466089954","True","1/24/2025 2:23:00 PM","false","false","not_supported","1/27/2025 7:30:48 PM","false","AWS > CIS v3.0 > 1 - Identity and Access Management > 1.13 - Ensure there is only one active access key available for any single IAM user","False","tmod:@turbot/aws-cisv3-0#/policy/types/r0113","not_supported","Turbot > VA > VAEC > AWS > vaec-hba2 > Credential Report","N/A","false","N/A","no_information","false","N/A","N/A","1/27/2025 7:42:35 PM","iam","false","should","1/24/2025 2:23:00 PM","N/A","Per AWS > CIS v3.0 > 1 - Identity and Access Management","N/A","false","331039751305","N/A"
"1/8/2025 4:24:01 PM","false","342347598806475","N/A","N/A","N/A","N/A","arn:aws-us-gov:iam::289531249764:user/Administrator","N/A","true","N/A","N/A","N/A","false","N/A","N/A","<root_account>","not_supported","arn:aws-us-gov:iam::289531249764:root","1/8/2025 4:24:00 PM","aws-us-gov","false","Administrator","N/A","342347606960435","True","11/4/2024 1:02:16 PM","false","false","not_supported","1/8/2025 4:24:01 PM","false","AWS > CIS v3.0 > 1 - Identity and Access Management > 1.13 - Ensure there is only one active access key available for any single IAM user","False","tmod:@turbot/aws-cisv3-0#/policy/types/r0113","not_supported","Turbot > VA > VAEC > AWS > vaec-ioss-platform > Credential Report","N/A","false","N/A","no_information","false","N/A","N/A","1/8/2025 4:24:58 PM","iam","false","should","11/4/2024 1:02:16 PM","N/A","Per AWS > CIS v3.0 > 1 - Identity and Access Management","N/A","false","289531249764","N/A"
"N/A","false","339988152166198","N/A","N/A","N/A","N/A","arn:aws-us-gov:iam::307104627266:user/Administrator","N/A","false","N/A","N/A","N/A","false","N/A","N/A","<root_account>","not_supported","arn:aws-us-gov:iam::307104627266:root","N/A","aws-us-gov","false","Administrator","N/A","339988155356216","True","12/2/2024 5:44:28 PM","false","false","not_supported","12/12/2024 11:18:34 PM","false","AWS > CIS v3.0 > 1 - Identity and Access Management > 1.13 - Ensure there is only one active access key available for any single IAM user","False","tmod:@turbot/aws-cisv3-0#/policy/types/r0113","not_supported","Turbot > VA > VAEC > AWS > vaec-webvirr > Credential Report","N/A","false","N/A","no_information","false","N/A","N/A","12/12/2024 11:19:35 PM","N/A","false","should","N/A","N/A","Per AWS > CIS v3.0 > 1 - Identity and Access Management","N/A","false","307104627266","N/A"
"12/4/2015 7:42:48 PM",,"339710354809740",,,"N/A",,,,"true",,"N/A",,,"N/A",,"<root_account>","not_supported","arn:aws-us-gov:iam::008577686731:root","N/A","aws-us-gov",,,"N/A","339710355718251","True","12/4/2015 6:24:48 PM","false",,"not_supported",,"false","AWS > CIS v3.0 > 1 - Identity and Access Management > 1.13 - Ensure there is only one active access key available for any single IAM user","False","tmod:@turbot/aws-cisv3-0#/policy/types/r0113","not_supported","Turbot > VA > VAEC > AWS Org > dsvagovcloud > Credential Report",,"false",,"no_information","false","N/A",,,"N/A",,"should","12/4/2015 6:24:55 PM","N/A","Per AWS > CIS v3.0 > 1 - Identity and Access Management",,,"008577686731",
"N/A","false","339074134020706","N/A","N/A","N/A","N/A","arn:aws-us-gov:iam::303658864346:user/Administrator","N/A","false","N/A","N/A","N/A","false","N/A","N/A","<root_account>","not_supported","arn:aws-us-gov:iam::303658864346:root","N/A","aws-us-gov","false","Administrator","N/A","339074138825746","True","11/19/2024 6:40:33 PM","false","false","not_supported","11/25/2024 10:55:32 PM","false","AWS > CIS v3.0 > 1 - Identity and Access Management > 1.13 - Ensure there is only one active access key available for any single IAM user","False","tmod:@turbot/aws-cisv3-0#/policy/types/r0113","not_supported","Turbot > VA > VAEC > AWS > vaec-crs-plus > Credential Report","N/A","false","N/A","no_information","false","N/A","N/A","11/25/2024 10:56:22 PM","N/A","false","should","N/A","N/A","Per AWS > CIS v3.0 > 1 - Identity and Access Management","N/A","false","303658864346","N/A"
"N/A","false","336789716785575","N/A","N/A","N/A","N/A","arn:aws-us-gov:iam::812700926550:user/Administrator","N/A","false","N/A","N/A","N/A","false","N/A","N/A","<root_account>","not_supported","arn:aws-us-gov:iam::812700926550:root","N/A","aws-us-gov","false","Administrator","N/A","336789722195812","True","1/20/2020 4:05:52 PM","false","false","not_supported","2/28/2020 9:40:20 PM","false","AWS > CIS v3.0 > 1 - Identity and Access Management > 1.13 - Ensure there is only one active access key available for any single IAM user","False","tmod:@turbot/aws-cisv3-0#/policy/types/r0113","not_supported","Turbot > VA > VAEC > AWS > vaec-vna-v22 > Credential Report","N/A","false","N/A","no_information","false","N/A","N/A","3/16/2020 5:57:21 PM","N/A","false","should","N/A","N/A","Per AWS > CIS v3.0 > 1 - Identity and Access Management","N/A","false","812700926550","N/A"
"N/A","false","332367663240292","N/A","N/A","N/A","N/A","arn:aws-us-gov:iam::225940305303:user/Administrator","N/A","false","N/A","N/A","N/A","false","N/A","N/A","<root_account>","not_supported","arn:aws-us-gov:iam::225940305303:root","N/A","aws-us-gov","false","Administrator","N/A","332367664923119","True","9/16/2024 6:27:28 PM","false","false","not_supported","9/16/2024 10:03:50 PM","false","AWS > CIS v3.0 > 1 - Identity and Access Management > 1.13 - Ensure there is only one active access key available for any single IAM user","False","tmod:@turbot/aws-cisv3-0#/policy/types/r0113","not_supported","Turbot > VA > VAEC > AWS > vaec-okta > Credential Report","N/A","false","N/A","no_information","false","N/A","N/A","9/16/2024 10:04:23 PM","N/A","false","should","N/A","N/A","Per AWS > CIS v3.0 > 1 - Identity and Access Management","N/A","false","225940305303","N/A"
"N/A","false","331308342128945","N/A","N/A","N/A","N/A","arn:aws-us-gov:iam::220954723391:user/Administrator","N/A","false","N/A","N/A","N/A","false","N/A","N/A","<root_account>","not_supported","arn:aws-us-gov:iam::220954723391:root","N/A","aws-us-gov","false","Administrator","N/A","331308345469294","True","9/5/2024 6:12:17 PM","false","false","not_supported","9/5/2024 9:24:39 PM","false","AWS > CIS v3.0 > 1 - Identity and Access Management > 1.13 - Ensure there is only one active access key available for any single IAM user","False","tmod:@turbot/aws-cisv3-0#/policy/types/r0113","not_supported","Turbot > VA > VAEC > AWS > vaec-rpm-htc-prod > Credential Report","N/A","false","N/A","no_information","false","N/A","N/A","9/5/2024 9:25:04 PM","N/A","false","should","N/A","N/A","Per AWS > CIS v3.0 > 1 - Identity and Access Management","N/A","false","220954723391","N/A"
"N/A","false","331110446291780","N/A","N/A","N/A","N/A","arn:aws-us-gov:iam::215483285539:user/Administrator","N/A","false","N/A","N/A","N/A","false","N/A","N/A","<root_account>","not_supported","arn:aws-us-gov:iam::215483285539:root","N/A","aws-us-gov","false","Administrator","N/A","331110447009619","True","8/27/2024 6:28:37 PM","false","false","not_supported","9/3/2024 2:47:04 PM","false","AWS > CIS v3.0 > 1 - Identity and Access Management > 1.13 - Ensure there is only one active access key available for any single IAM user","False","tmod:@turbot/aws-cisv3-0#/policy/types/r0113","not_supported","Turbot > VA > VAEC > AWS > vaec-roi > Credential Report","N/A","false","N/A","no_information","false","N/A","N/A","9/3/2024 2:47:51 PM","N/A","false","should","N/A","N/A","Per AWS > CIS v3.0 > 1 - Identity and Access Management","N/A","false","215483285539","N/A"
